Student_ID,SSC_Percentage,HSC_Percentage,Degree_Percentage,Entrance_Exam_Score,CGPA,Technical_Skill_Score,Soft_Skill_Score,Internship_Count,Live_Projects,Work_Experience_Months,Certifications,Attendance_Percentage,History_of_Backlogs,Placement_Status,Salary_Package_LPA
STU1420,69.87,53.61,67.86,67.62,5.91,52.11,61.52,0,0,0,0,64.33,1,Not Placed,0
STU1421,86.98,81.04,72.99,80.29,7.89,82.08,75.38,0,0,0,1,85.92,0,Placed,7.40
STU1422,74.41,75.85,93.29,79.25,9.15,82.24,85.25,1,1,0,1,91.14,0,Placed,9.13
STU1423,54.78,58.64,53.12,51.12,6.33,58.65,61.55,0,0,0,0,60.05,1,Not Placed,0
STU1424,81.65,90.50,91.76,94.04,7.61,81.97,82.73,0,1,0,1,92.63,0,Placed,7.34
STU1425,80.00,75.79,71.04,69.26,9.69,80.77,86.90,2,2,0,1,90.60,0,Placed,10.37
STU1426,53.72,67.55,59.99,41.14,6.48,67.13,57.25,1,1,0,0,70.03,0,Not Placed,0
STU1427,61.28,71.69,67.52,56.02,6.89,62.58,58.09,0,0,0,0,60.65,2,Not Placed,0
STU1428,83.99,74.36,87.83,70.24,9.42,78.81,90.91,3,1,0,1,92.66,0,Placed,10.56
STU1429,79.74,91.14,94.95,84.56,9.19,78.62,85.12,2,4,0,2,80.36,0,Placed,9.88
STU1430,89.91,73.37,90.15,72.35,9.83,89.85,85.19,2,4,0,1,94.24,0,Placed,10.61
STU1431,80.39,85.93,74.94,80.51,8.54,88.42,92.19,1,1,11,0,80.05,0,Placed,8.00
STU1432,92.57,82.45,79.24,82.89,7.77,83.32,70.80,1,0,0,1,84.36,0,Placed,7.82
STU1433,90.46,79.14,77.91,83.24,8.22,83.40,87.97,3,2,0,2,80.48,0,Placed,8.58
STU1434,73.02,74.18,91.37,68.61,9.26,88.04,82.42,1,3,0,0,96.81,0,Placed,9.35
STU1435,70.29,74.34,72.78,53.21,6.63,52.32,55.06,0,1,0,0,77.68,2,Not Placed,0
STU1436,50.15,62.63,53.51,68.67,5.85,68.26,61.46,1,0,0,0,61.62,0,Not Placed,0
STU1437,75.90,93.92,88.57,91.76,9.36,89.26,87.13,1,2,6,0,94.83,0,Placed,9.84
STU1438,57.36,73.52,50.98,40.74,6.95,68.85,64.53,0,0,0,0,76.98,2,Not Placed,0
STU1439,57.08,64.84,59.35,48.98,7.69,68.39,68.57,1,0,0,0,60.97,1,Not Placed,0
STU1440,70.93,87.26,74.79,93.16,8.40,92.72,87.16,0,0,0,0,90.05,0,Placed,7.38
STU1441,91.51,79.16,94.48,83.37,9.64,81.50,91.74,3,2,0,0,97.85,0,Placed,10.49
STU1442,91.11,70.12,83.90,66.98,8.87,79.23,71.14,2,4,0,1,87.61,0,Placed,9.51
STU1443,50.53,69.71,73.78,46.23,7.72,68.25,57.55,0,1,0,0,61.70,1,Not Placed,0
STU1444,52.82,57.06,59.78,57.15,6.16,53.33,72.32,1,0,0,0,69.75,2,Not Placed,0
STU1445,86.73,73.31,92.00,74.31,9.39,82.87,80.76,2,0,0,2,82.37,0,Placed,10.09
STU1446,55.38,59.03,68.08,41.87,5.71,64.74,66.88,1,0,0,0,70.04,1,Not Placed,0
STU1447,70.73,81.24,78.73,73.96,8.45,86.82,87.56,2,4,0,2,85.35,0,Placed,8.31
STU1448,51.13,60.76,52.86,40.50,5.55,65.92,60.64,0,0,0,0,64.69,2,Not Placed,0
STU1449,78.66,74.42,85.09,85.11,7.74,76.27,75.51,2,2,0,0,98.38,0,Placed,8.24
STU1450,92.12,77.42,81.49,80.81,8.39,80.41,90.95,1,0,0,0,83.38,0,Placed,7.58
STU1451,74.85,70.19,73.39,41.39,6.70,53.37,69.59,1,1,0,0,71.37,2,Not Placed,0
STU1452,94.55,92.87,78.38,86.48,8.35,93.07,79.20,3,1,0,0,92.24,0,Placed,8.17
STU1453,90.79,84.64,85.42,65.25,9.35,83.70,89.15,0,3,0,0,89.11,0,Placed,9.84
STU1454,57.34,74.95,52.72,40.57,5.81,65.31,55.48,0,1,0,0,70.33,0,Not Placed,0
STU1455,66.33,56.02,63.46,64.20,6.95,60.62,63.30,0,0,0,0,78.63,2,Not Placed,0
STU1456,78.21,85.44,79.08,92.21,9.18,76.08,77.01,0,1,0,1,94.55,0,Placed,9.73
STU1457,76.74,75.06,84.89,86.57,9.03,78.80,79.19,3,4,0,2,83.59,0,Placed,10.17
STU1458,78.26,72.97,91.34,77.93,8.12,79.55,71.73,1,1,0,2,87.13,0,Placed,7.33
STU1459,92.02,90.64,90.59,94.46,9.72,82.35,70.94,2,4,0,1,87.28,0,Placed,11.28
STU1460,82.65,90.01,78.15,91.12,9.61,78.70,89.95,1,2,0,1,82.66,0,Placed,10.90
STU1461,70.41,74.92,92.44,82.07,9.85,92.91,71.44,2,0,0,2,93.42,0,Placed,10.11
STU1462,68.34,65.41,65.70,43.76,6.76,68.68,70.85,0,0,0,0,72.59,1,Not Placed,0
STU1463,91.90,78.14,91.73,94.93,9.28,91.26,73.90,2,0,0,2,81.31,0,Placed,10.65
STU1464,72.56,86.86,92.20,74.60,7.60,94.59,84.52,1,3,4,1,83.96,0,Placed,7.52
STU1465,91.22,70.40,70.86,87.00,9.38,81.92,76.56,2,0,0,0,88.55,0,Placed,9.38
STU1466,54.39,72.15,60.51,50.39,5.53,55.84,65.41,0,0,0,0,76.06,0,Not Placed,0
STU1467,71.90,83.07,78.75,83.78,9.89,77.20,92.38,2,0,0,2,91.00,0,Placed,10.53
STU1468,53.25,70.32,51.35,50.12,7.50,57.83,54.32,1,0,0,0,67.27,1,Not Placed,0
STU1469,82.91,71.37,77.00,86.86,8.86,89.00,73.71,3,4,0,0,80.74,0,Placed,9.55
STU1470,57.12,71.60,61.34,53.72,6.10,59.31,58.98,1,1,0,0,77.73,1,Not Placed,0
STU1471,76.29,89.86,79.83,79.94,7.82,82.30,89.43,1,4,0,0,93.97,0,Placed,7.99
STU1472,86.06,74.46,91.94,77.20,7.87,87.94,73.11,2,2,0,2,84.36,0,Placed,7.58
STU1473,76.57,82.94,75.53,68.37,8.50,88.42,81.98,0,3,0,0,95.35,0,Placed,7.16
STU1474,83.35,85.03,73.05,75.81,8.67,79.30,76.93,3,0,0,2,82.47,0,Placed,10.27
STU1475,87.36,71.17,87.60,74.44,8.58,86.27,79.08,2,0,0,1,85.61,0,Placed,8.32
STU1476,87.78,86.56,86.67,92.10,9.21,75.81,83.75,2,1,0,0,94.64,0,Placed,9.25
STU1477,78.30,81.93,93.29,81.92,9.63,86.08,86.87,1,2,0,1,90.29,0,Placed,10.61
STU1478,76.78,80.05,86.90,87.44,8.12,94.06,85.79,0,4,9,1,86.51,0,Placed,6.22
STU1479,80.33,87.21,94.08,87.75,8.56,81.66,88.63,0,4,0,2,96.73,0,Placed,7.31
STU1480,90.15,81.71,87.65,84.49,9.40,93.75,70.71,2,0,0,2,97.84,0,Placed,9.15
STU1481,93.79,80.24,88.14,71.28,7.86,79.42,80.24,1,0,0,0,95.60,0,Placed,7.96
STU1482,67.09,65.00,59.64,65.48,7.38,67.32,61.40,1,0,0,0,78.39,2,Not Placed,0
STU1483,70.72,80.17,72.42,90.33,7.97,93.35,71.47,0,3,8,2,85.45,0,Placed,6.87
STU1484,87.40,88.14,76.61,85.62,9.25,79.44,73.49,2,4,0,2,80.48,0,Placed,10.22
STU1485,73.03,63.10,62.96,47.07,7.44,52.99,61.94,0,1,0,0,60.71,1,Not Placed,0
STU1486,56.30,63.61,61.33,53.78,6.59,66.08,64.01,0,0,0,0,68.03,0,Not Placed,0
STU1487,79.20,83.02,82.14,94.39,8.53,93.01,80.80,2,0,0,2,90.72,0,Placed,8.81
STU1488,79.69,86.78,81.58,92.70,8.77,80.91,79.30,1,0,0,2,85.65,0,Placed,8.74
STU1489,59.85,59.26,67.81,53.71,6.91,66.58,55.25,1,1,0,0,62.08,2,Not Placed,0
STU1490,90.47,82.10,91.28,73.26,7.98,79.26,86.96,1,0,0,0,81.57,0,Placed,7.93
STU1491,91.69,93.92,73.28,74.41,9.78,89.78,73.94,2,3,0,0,97.64,0,Placed,10.66
STU1492,65.26,73.65,55.59,48.45,6.91,56.33,71.17,0,0,0,0,65.05,1,Not Placed,0
STU1493,58.97,52.72,53.37,47.16,6.88,62.03,62.03,0,1,0,0,66.18,0,Not Placed,0
STU1494,84.15,72.45,84.79,91.19,7.96,75.75,85.19,3,4,0,1,86.71,0,Placed,7.69
STU1495,56.88,72.87,59.92,57.46,6.56,65.22,71.91,1,1,0,0,68.78,0,Not Placed,0
STU1496,80.62,93.23,82.01,72.11,8.86,81.27,84.08,0,0,0,0,97.44,0,Placed,8.09
STU1497,54.50,74.30,59.37,52.67,6.95,69.97,65.12,1,0,0,0,62.65,2,Not Placed,0
STU1498,59.19,66.72,52.25,66.29,5.88,57.93,58.51,1,0,0,0,78.16,2,Not Placed,0
STU1499,55.52,63.77,51.34,45.65,7.81,55.95,71.63,0,0,0,0,65.06,0,Not Placed,0
STU1500,81.91,91.71,90.60,92.69,9.80,87.57,89.37,0,4,0,0,87.95,0,Placed,10.53
STU1501,84.91,72.27,74.76,74.83,8.34,88.66,83.49,1,1,0,0,81.88,0,Placed,7.47
STU1502,66.88,52.47,61.40,51.02,6.28,68.93,68.73,1,0,0,0,74.14,2,Not Placed,0
STU1503,87.58,71.42,82.38,83.74,9.81,77.71,83.42,1,2,0,1,86.30,0,Placed,11.08
STU1504,89.67,72.39,73.63,68.82,8.52,93.31,89.14,2,4,3,0,94.71,0,Placed,9.75
STU1505,70.82,54.27,72.69,64.92,7.30,57.99,63.92,1,1,0,0,77.17,1,Not Placed,0
STU1506,91.46,75.27,87.15,89.41,9.56,78.53,72.80,3,2,0,1,82.94,0,Placed,11.58
STU1507,67.35,70.20,73.30,49.68,5.64,68.89,71.95,1,0,0,0,69.18,1,Not Placed,0
STU1508,55.78,68.09,53.22,43.39,5.71,58.46,72.98,1,0,0,0,66.84,0,Not Placed,0
STU1509,71.21,85.01,71.82,71.51,8.21,93.74,91.77,2,1,0,1,89.44,0,Placed,8.02
STU1510,81.45,71.40,79.88,88.88,9.12,75.58,88.28,0,2,0,2,83.35,0,Placed,8.52
STU1511,87.33,71.06,76.96,91.30,7.96,90.15,73.73,1,3,0,1,98.10,0,Placed,7.30
STU1512,78.27,81.60,76.86,81.28,8.85,82.01,85.31,2,2,0,1,90.98,0,Placed,10.23
STU1513,92.34,90.75,72.05,69.32,9.35,83.41,84.30,2,0,0,2,87.67,0,Placed,9.18
STU1514,72.04,74.59,73.83,80.03,7.91,93.78,94.30,0,0,0,1,86.11,0,Placed,7.32
STU1515,50.78,69.21,52.38,57.37,5.77,50.81,60.01,0,0,0,0,64.66,2,Not Placed,0
STU1516,68.81,61.35,60.79,56.13,6.98,65.04,62.05,0,0,0,0,73.62,1,Not Placed,0
STU1517,56.30,64.34,58.23,47.48,7.49,51.95,58.60,1,0,0,0,73.05,0,Not Placed,0
STU1518,73.29,73.29,67.19,65.57,7.22,50.50,72.59,0,1,0,0,69.04,0,Not Placed,0
STU1519,56.66,74.75,55.19,48.04,6.94,63.23,61.03,0,1,0,0,72.40,1,Not Placed,0
STU1520,70.04,62.87,69.13,44.89,7.80,51.48,73.78,0,0,0,0,63.38,0,Not Placed,0
STU1521,70.86,72.06,89.03,92.99,9.75,93.84,94.59,3,4,3,2,83.46,0,Placed,11.69
STU1522,71.53,78.70,81.19,72.09,8.30,78.37,81.80,2,0,0,0,85.76,0,Placed,8.14
STU1523,79.30,71.28,81.51,66.80,9.80,81.20,72.78,0,2,0,0,83.70,0,Placed,10.38
STU1524,86.73,77.92,76.82,70.25,9.74,89.74,79.56,2,1,0,2,84.81,0,Placed,11.43
STU1525,69.23,66.14,56.82,61.31,5.75,63.93,66.58,0,0,0,0,74.15,0,Not Placed,0
STU1526,55.35,73.21,74.85,54.93,6.12,64.62,64.53,1,1,0,0,65.17,2,Not Placed,0
STU1527,94.83,73.82,91.60,94.59,8.80,78.18,86.04,0,3,0,2,85.35,0,Placed,7.40
STU1528,73.19,80.32,89.93,73.64,7.89,82.51,79.51,3,3,0,2,87.14,0,Placed,9.18
STU1529,75.28,70.10,94.83,74.45,8.36,75.93,85.94,2,0,0,0,87.40,0,Placed,8.75
STU1530,79.19,75.44,75.15,83.72,9.08,79.24,83.88,3,2,4,1,98.92,0,Placed,10.45
STU1531,52.82,65.53,68.79,62.59,5.63,64.70,70.09,0,1,0,0,70.71,0,Not Placed,0
STU1532,82.19,79.15,83.37,83.06,8.46,93.79,83.16,0,0,0,0,93.05,0,Placed,7.27
STU1533,78.66,76.73,87.65,78.16,7.56,88.05,84.98,0,4,0,0,88.31,0,Placed,5.88
STU1534,62.73,54.94,65.56,45.73,6.35,60.94,52.73,0,1,0,0,78.32,1,Not Placed,0
STU1535,94.18,80.30,90.34,91.47,8.31,85.34,91.59,3,4,0,0,87.37,0,Placed,9.45
STU1536,89.89,87.06,89.46,73.08,9.13,76.80,76.32,2,2,0,1,95.09,0,Placed,9.67
STU1537,74.59,88.88,92.89,93.56,8.69,81.91,83.41,2,4,0,1,94.60,0,Placed,9.74
STU1538,85.26,89.72,76.59,74.85,7.61,94.61,78.29,1,3,0,1,96.45,0,Placed,7.80
STU1539,92.40,90.10,77.82,67.54,8.01,88.32,84.72,3,1,0,1,98.92,0,Placed,8.46
STU1540,92.81,79.66,79.10,91.21,9.62,81.57,79.38,2,3,0,2,85.20,0,Placed,10.42
STU1541,81.93,93.04,78.71,76.89,7.70,89.65,90.80,3,4,7,2,83.01,0,Placed,7.59
STU1542,72.06,52.95,59.97,58.27,5.76,66.79,68.43,1,0,0,0,60.80,1,Not Placed,0
STU1543,70.26,68.67,57.97,41.95,6.10,56.61,69.29,0,0,0,0,65.97,2,Not Placed,0
STU1544,52.52,70.98,67.27,45.42,6.62,64.86,54.14,1,0,0,0,68.67,0,Not Placed,0
STU1545,72.18,89.41,84.76,72.27,9.65,77.18,84.54,2,1,0,0,86.51,0,Placed,9.91
STU1546,91.49,87.97,78.35,78.64,9.26,89.58,72.14,2,3,0,2,82.74,0,Placed,8.90
STU1547,80.95,94.76,92.85,80.95,9.63,94.05,88.58,0,2,11,2,91.83,0,Placed,10.38
STU1548,89.45,85.35,71.85,93.74,9.10,81.78,75.03,0,3,0,1,85.31,0,Placed,8.55
STU1549,77.66,85.83,70.64,73.62,9.46,78.92,72.00,2,4,0,2,97.60,0,Placed,10.29
STU1550,62.55,73.42,55.56,56.57,7.23,69.30,59.92,0,0,0,0,70.74,0,Not Placed,0
STU1551,83.84,74.38,72.88,82.91,8.70,90.74,76.68,2,3,0,1,94.81,0,Placed,8.51
STU1552,74.57,70.94,66.80,48.02,6.63,55.89,53.08,1,1,0,0,77.13,2,Not Placed,0
STU1553,77.12,79.98,88.34,72.24,7.85,75.73,84.11,1,0,0,1,95.08,0,Placed,6.60
STU1554,55.45,57.47,57.23,44.35,5.74,66.81,74.06,0,1,0,0,69.48,1,Not Placed,0
STU1555,57.44,55.01,57.48,60.29,6.44,69.82,72.82,0,0,0,0,63.35,1,Not Placed,0
STU1556,50.28,57.45,67.92,54.79,5.96,66.93,54.23,1,1,0,0,66.03,0,Not Placed,0
STU1557,60.43,54.86,68.12,52.12,7.54,67.18,63.33,0,1,0,0,62.31,0,Not Placed,0
STU1558,71.64,72.50,94.48,80.16,7.89,90.20,87.38,1,1,0,1,96.48,0,Placed,6.52
STU1559,65.64,53.83,62.69,63.09,5.85,54.45,56.65,1,1,0,0,74.03,2,Not Placed,0
STU1560,74.87,79.65,70.02,82.47,9.77,79.35,81.96,3,3,4,2,92.31,0,Placed,11.20
STU1561,72.51,50.74,53.44,66.16,7.57,62.69,68.11,1,1,0,0,72.31,2,Not Placed,0
STU1562,72.27,85.65,84.85,93.00,9.60,90.19,89.19,2,1,0,2,87.48,0,Placed,10.56
STU1563,93.21,83.08,89.81,74.15,9.22,77.93,90.17,2,3,0,0,85.10,0,Placed,10.11
STU1564,94.76,70.52,90.89,76.30,7.56,83.99,85.89,0,1,0,2,81.65,0,Placed,7.07
STU1565,74.25,50.26,74.39,42.62,7.43,60.13,69.21,1,1,0,0,69.92,1,Not Placed,0
STU1566,55.25,73.76,59.75,68.33,7.64,52.64,55.96,0,0,0,0,62.04,2,Not Placed,0
STU1567,73.97,70.73,70.94,49.94,5.79,62.24,72.65,1,1,0,0,69.82,1,Not Placed,0
STU1568,88.51,72.93,76.63,88.83,9.28,85.82,85.03,2,1,0,2,84.60,0,Placed,9.80
STU1569,92.83,81.97,71.50,68.70,7.51,88.40,89.28,0,1,0,2,90.96,0,Placed,5.75
STU1570,85.15,84.51,93.01,68.15,8.24,77.99,72.57,0,4,0,1,86.87,0,Placed,8.26
STU1571,90.42,92.34,70.84,88.66,7.75,75.41,72.55,3,0,0,0,96.47,0,Placed,8.36
STU1572,50.04,57.01,55.41,41.08,6.26,54.42,61.21,1,1,0,0,60.30,0,Not Placed,0
STU1573,64.74,64.89,64.41,46.50,5.60,65.50,64.12,1,1,0,0,77.47,1,Not Placed,0
STU1574,54.54,50.69,61.06,42.20,7.46,69.15,50.25,0,0,0,0,61.22,1,Not Placed,0
STU1575,91.82,76.09,80.64,84.54,9.40,92.08,92.13,1,4,0,0,86.87,0,Placed,9.68
STU1576,86.39,74.98,87.34,91.21,8.83,75.81,88.96,0,3,0,1,96.16,0,Placed,8.40
STU1577,92.45,85.05,87.30,85.93,8.92,93.22,94.78,1,3,11,1,97.28,0,Placed,9.21
STU1578,83.96,88.95,94.09,84.84,8.16,75.77,77.65,2,0,0,0,83.14,0,Placed,9.21
STU1579,94.00,94.76,74.15,90.81,8.38,93.60,83.56,0,2,0,0,87.04,0,Placed,8.23
STU1580,65.28,50.53,64.76,67.54,5.95,61.94,57.84,0,1,0,0,63.88,2,Not Placed,0
STU1581,90.33,87.20,92.28,94.44,8.70,88.43,70.47,3,4,0,2,91.42,0,Placed,8.65
STU1582,87.97,92.27,89.53,92.26,9.28,76.17,93.44,0,4,0,0,94.88,0,Placed,9.80
STU1583,86.89,94.35,92.58,86.23,7.81,86.81,93.28,1,0,0,0,89.02,0,Placed,7.17
STU1584,91.15,72.84,81.09,80.36,8.06,75.72,72.14,0,4,11,1,94.20,0,Placed,6.73
STU1585,81.60,81.78,80.31,80.53,8.84,79.74,87.34,1,3,2,1,91.35,0,Placed,8.84
STU1586,72.31,93.18,77.78,92.84,8.44,79.37,82.72,1,0,0,2,91.52,0,Placed,8.88
STU1587,86.27,74.08,85.22,78.63,9.47,84.95,72.57,3,4,0,0,92.25,0,Placed,11.63
STU1588,82.15,90.87,84.89,67.09,9.89,79.33,76.87,0,1,8,2,81.42,0,Placed,10.39
STU1589,78.40,72.58,74.62,66.73,8.66,79.85,84.73,1,3,0,1,89.80,0,Placed,8.82
STU1590,86.82,87.17,84.18,94.89,7.96,94.26,70.90,2,4,0,1,82.54,0,Placed,7.94
STU1591,88.39,85.68,86.28,72.90,8.51,79.03,87.41,0,0,0,2,85.60,0,Placed,8.53
STU1592,51.66,59.48,53.46,46.67,7.31,51.09,64.09,0,1,0,0,78.80,0,Not Placed,0
STU1593,66.53,54.37,50.88,64.40,5.88,62.01,70.10,1,1,0,0,70.12,2,Not Placed,0
STU1594,77.10,81.67,90.96,81.48,9.57,87.72,88.14,3,0,0,2,89.43,0,Placed,11.62
STU1595,58.06,52.65,72.46,49.02,6.23,55.69,67.80,0,0,0,0,71.54,0,Not Placed,0
STU1596,83.76,85.17,86.41,68.59,9.71,77.13,89.75,0,4,0,2,84.35,0,Placed,10.16
STU1597,68.30,70.83,68.13,44.69,5.63,64.96,70.96,0,1,0,0,70.99,2,Not Placed,0
STU1598,70.69,53.64,60.70,63.60,6.89,62.78,65.31,1,0,0,0,72.51,2,Not Placed,0
STU1599,87.38,82.82,82.87,92.88,9.76,78.46,70.05,3,4,0,2,98.78,0,Placed,11.19
STU1600,80.92,88.29,93.82,71.51,9.86,81.58,73.20,0,0,0,0,88.32,0,Placed,9.44
STU1601,84.50,70.17,75.11,84.93,8.92,90.79,86.32,0,3,0,0,88.59,0,Placed,8.91
STU1602,61.69,72.90,57.20,64.80,7.73,57.72,54.18,1,1,0,0,70.96,2,Not Placed,0
STU1603,69.68,57.20,59.50,55.65,7.46,56.23,53.93,1,1,0,0,63.89,1,Not Placed,0
STU1604,73.66,58.49,73.27,42.68,5.67,57.68,51.64,0,1,0,0,69.51,1,Not Placed,0
STU1605,76.07,83.03,91.81,79.75,8.63,76.60,82.05,0,3,0,1,85.34,0,Placed,8.39
STU1606,94.55,93.16,72.91,83.44,8.07,82.37,76.76,1,1,0,0,92.42,0,Placed,7.25
STU1607,87.21,85.77,80.22,93.59,8.27,81.76,75.89,2,0,0,0,91.75,0,Placed,8.30
STU1608,85.55,91.38,92.40,75.99,9.48,81.21,89.98,1,3,0,1,82.96,0,Placed,9.02
STU1609,88.27,73.06,78.40,66.72,9.34,93.06,78.18,3,4,0,2,93.89,0,Placed,10.33
STU1610,92.06,77.10,77.90,80.17,8.11,95.00,94.80,2,1,0,0,81.83,0,Placed,7.31
STU1611,71.58,70.26,91.54,75.99,9.48,90.31,70.27,0,0,0,2,97.81,0,Placed,9.39
STU1612,83.22,70.73,92.07,91.88,9.58,91.48,89.03,3,4,0,1,84.06,0,Placed,11.19
STU1613,52.83,68.99,72.10,46.00,6.46,55.90,56.92,0,0,0,0,62.16,2,Not Placed,0
STU1614,61.77,70.93,73.87,69.25,7.90,62.45,72.64,0,1,0,0,75.25,2,Not Placed,0
STU1615,83.95,73.01,89.98,92.79,9.60,80.03,73.44,1,4,0,2,89.70,0,Placed,9.24
STU1616,62.33,66.75,71.92,45.68,6.27,61.42,50.56,1,1,0,0,73.17,0,Not Placed,0
STU1617,70.80,59.93,69.21,41.91,7.36,54.36,57.76,1,1,0,0,78.01,2,Not Placed,0
STU1618,61.54,71.97,52.14,41.03,6.03,60.66,61.07,1,0,0,0,66.82,1,Not Placed,0
STU1619,64.70,52.59,67.60,52.63,6.24,60.03,67.59,0,1,0,0,74.72,1,Not Placed,0
STU1620,73.63,77.92,91.15,94.71,9.15,80.30,88.11,3,4,10,2,84.20,0,Placed,10.73
STU1621,71.66,71.25,70.32,61.48,6.82,63.83,66.70,0,0,0,0,69.34,1,Not Placed,0
STU1622,67.36,50.57,64.71,55.73,6.88,61.16,73.43,1,0,0,0,69.75,1,Not Placed,0
STU1623,85.96,86.44,83.23,92.42,9.65,89.04,91.18,0,0,5,2,97.38,0,Placed,9.96
STU1624,85.99,73.42,70.83,66.41,9.60,83.13,74.34,3,0,0,2,95.80,0,Placed,10.86
STU1625,83.00,92.31,90.16,78.18,8.11,91.45,78.85,2,1,0,0,86.96,0,Placed,8.75
STU1626,66.36,65.58,61.84,48.35,6.58,59.99,65.64,1,1,0,0,76.74,0,Not Placed,0
STU1627,56.47,66.30,71.09,65.00,6.65,67.89,52.81,0,0,0,0,78.98,0,Not Placed,0
STU1628,85.40,74.05,80.93,75.58,7.65,76.86,81.81,3,0,0,2,80.16,0,Placed,7.08
STU1629,77.35,82.82,88.11,78.61,9.19,89.82,77.80,0,0,0,0,87.12,0,Placed,9.31
STU1630,79.68,71.95,75.21,90.38,9.17,86.59,85.30,2,3,0,2,95.11,0,Placed,10.65
STU1631,75.02,72.82,83.26,89.19,8.62,82.88,74.28,3,0,0,0,92.44,0,Placed,9.08
STU1632,89.69,88.49,85.67,67.01,9.73,78.37,94.33,1,0,0,2,89.92,0,Placed,10.21
STU1633,74.18,86.69,82.89,87.27,9.42,75.48,72.90,0,2,0,0,85.06,0,Placed,8.15
STU1634,86.24,92.70,79.76,90.98,8.57,83.82,87.50,0,1,0,0,96.09,0,Placed,8.71
STU1635,84.07,89.81,78.88,87.83,9.45,91.55,76.60,2,2,0,1,80.75,0,Placed,10.88
STU1636,61.06,52.96,65.61,55.15,7.38,51.30,52.10,0,0,0,0,76.20,1,Not Placed,0
STU1637,85.57,92.47,87.90,86.77,9.21,92.88,84.09,0,0,0,1,83.58,0,Placed,8.42
STU1638,81.58,74.41,87.18,76.69,9.75,88.00,93.60,2,4,2,0,84.49,0,Placed,10.75
STU1639,50.18,62.15,68.92,43.97,5.85,64.63,59.38,1,0,0,0,67.86,0,Not Placed,0
STU1640,78.10,81.17,78.07,69.59,7.74,82.22,73.26,0,0,0,2,91.88,0,Placed,6.60
STU1641,75.85,79.11,90.34,73.99,8.38,84.73,72.65,2,4,7,1,94.97,0,Placed,9.06
STU1642,84.92,91.58,73.64,80.82,8.71,79.48,87.69,2,2,0,2,92.12,0,Placed,8.84
STU1643,76.84,81.05,84.51,69.67,8.59,88.31,76.30,1,1,0,1,90.97,0,Placed,8.09
STU1644,66.50,66.08,65.46,69.68,6.09,61.85,55.77,0,1,0,0,60.44,1,Not Placed,0
STU1645,86.38,90.18,76.77,85.44,8.90,89.80,93.50,3,4,0,1,87.03,0,Placed,8.93
STU1646,61.63,57.24,56.91,42.23,5.97,64.34,53.73,0,0,0,0,72.33,1,Not Placed,0
STU1647,72.12,69.19,74.83,57.62,7.29,69.43,74.76,1,0,0,0,73.90,0,Placed,6.48
STU1648,62.12,59.26,56.40,65.14,6.64,59.19,64.21,0,0,0,0,68.64,1,Not Placed,0
STU1649,83.81,94.92,78.48,77.48,9.51,83.51,83.34,2,2,0,0,81.35,0,Placed,9.73
STU1650,63.76,66.12,56.49,44.77,5.82,57.84,66.91,1,1,0,0,63.67,0,Not Placed,0
STU1651,77.94,81.98,91.11,76.37,8.34,85.47,79.35,0,0,0,0,92.46,0,Placed,7.70
STU1652,87.16,92.80,91.20,70.78,8.32,86.49,85.35,0,4,0,1,82.15,0,Placed,6.83
STU1653,74.63,52.64,54.18,68.82,7.56,55.43,59.51,0,1,0,0,64.88,2,Not Placed,0
STU1654,81.18,92.37,82.11,75.40,8.39,78.33,82.67,3,0,0,2,93.06,0,Placed,8.42
STU1655,67.53,61.35,64.01,42.23,5.96,51.90,51.61,0,1,0,0,66.80,1,Not Placed,0
STU1656,50.00,59.28,73.08,55.76,6.37,56.85,56.37,0,1,0,0,74.63,0,Not Placed,0
STU1657,56.05,64.21,53.13,62.14,5.95,50.57,54.84,0,1,0,0,65.39,0,Not Placed,0
STU1658,85.54,88.56,71.02,90.67,8.92,89.50,93.03,0,3,0,0,82.50,0,Placed,8.99
STU1659,92.68,86.46,81.77,78.32,9.07,92.97,85.17,3,0,0,2,92.18,0,Placed,10.14
STU1660,55.12,68.03,66.94,57.15,7.31,65.29,72.46,1,0,0,0,67.19,1,Not Placed,0
STU1661,81.46,71.75,93.26,70.92,8.98,91.44,71.90,0,0,0,0,80.71,0,Placed,7.55
STU1662,67.69,60.09,55.54,57.09,7.81,69.34,52.65,0,0,0,0,66.33,2,Not Placed,0
STU1663,74.52,85.23,91.77,83.55,9.68,84.47,88.67,0,2,0,0,96.60,0,Placed,10.05
STU1664,67.72,64.76,61.66,66.11,6.56,69.27,72.20,0,1,0,0,60.05,0,Not Placed,0
STU1665,88.96,78.27,89.03,80.21,9.17,87.07,77.78,0,3,0,2,89.23,0,Placed,8.02
STU1666,76.49,84.49,78.56,70.02,9.09,77.89,90.47,0,2,9,0,91.47,0,Placed,8.03
STU1667,64.69,51.36,51.38,68.09,6.40,59.48,66.33,1,1,0,0,63.00,0,Not Placed,0
STU1668,63.35,51.28,72.41,43.66,7.87,67.25,72.61,1,1,0,0,77.13,0,Placed,6.91
STU1669,93.40,87.90,70.41,92.06,9.57,81.93,84.34,2,4,0,2,82.73,0,Placed,10.10
STU1670,92.28,88.41,87.73,82.76,9.49,75.18,76.48,2,0,1,1,85.98,0,Placed,11.14
STU1671,64.06,67.95,65.64,52.81,6.61,52.29,66.12,1,1,0,0,68.66,2,Not Placed,0
